study,pval,tstat,tcrit,mui,muin,yi,vi,N,hack,signif,affirm,Di,Mu,T2,m,t2w,se,Nmax,k,k.hacked
389,0.0867935440601994,1.71594090228599,1.96472939098769,0.807198038146214,0.579978260207269,0.860261750249118,0.251337084907215,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
390,0.0243673370554076,2.25815193994813,1.96472939098769,0.629696321479219,0.441494942408407,1.14203316988191,0.255770890636158,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
391,0.0735294367411188,1.79330602168253,1.96472939098769,1.06033070354005,1.04181007446685,0.910251545457022,0.257640442480134,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
392,0.00606721580231888,2.75590080807236,1.96472939098769,1.53859809323188,1.49145175821947,1.36153144527217,0.244077748110568,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
393,0.547866772875016,-0.601369839022278,1.96472939098769,-0.246734349552348,-0.852498382713448,-0.297279639040076,0.24436952484785,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
394,0.00495257161281369,2.82267991372222,1.96472939098769,1.05877002895362,1.10799541243259,1.44376819906079,0.26162044359624,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
395,0.383526068343453,0.872186569967318,1.96472939098769,0.616069037770357,0.329812256363402,0.415118460683372,0.226529780614579,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
396,6.74799504665106e-09,5.8991043399912,1.96472939098769,1.42832073932816,2.73908364026658,2.872825070026,0.237162603102981,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
397,1.65449593982114e-08,5.73899119249627,1.96472939098769,1.97324957693549,2.80473972164477,3.0171795309936,0.276395640632949,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
398,0.016068359500565,2.41558160866416,1.96472939098769,1.04474392964822,0.414362702300846,1.16808426881372,0.233832526123395,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
399,3.86861178155693e-05,4.15246191733082,1.96472939098769,1.20425071119308,1.82045134783364,2.10144903684133,0.256109924460337,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
400,0.214299156242865,1.24341404185116,1.96472939098769,1.19913442419434,0.595778633636244,0.6264611064611,0.253838031587072,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
401,0.579457030556279,0.554541110417648,1.96472939098769,1.22510919887729,1.08518723991654,0.279244182806457,0.253571695149783,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
402,0.000628912605313046,3.4406874994427,1.96472939098769,0.974169033314742,1.28682149697745,1.65626753306521,0.23172373404432,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
403,1.88999138283254e-05,4.31921473348049,1.96472939098769,1.45453489786142,1.25481519757432,2.01969759264532,0.218656858318717,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
404,9.65777572216361e-05,3.93091278720105,1.96472939098769,0.914522122893409,0.937682900605031,1.94816893584153,0.245621518075984,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
405,0.942517873133461,0.0721419177998161,1.96472939098769,0.532777472952801,0.18882020189691,0.0345296480341876,0.229091479255232,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
406,0.00548519521095815,2.78923718429704,1.96472939098769,0.50693281097089,1.03114005938177,1.40282159840618,0.252949598884156,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
407,0.00797318423260063,2.66393028043165,1.96472939098769,0.875797147195614,0.503265666922437,1.3255752993303,0.24760710183383,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
408,0.0142678528969992,2.45907633375801,1.96472939098769,1.12063558554672,0.985191577364201,1.21416805080088,0.243788705504409,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
409,0.43226415931895,0.785959679314428,1.96472939098769,0.0861868954347936,0.0284118020092799,0.39764800049454,0.255974717564996,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
410,0.511593568762192,0.656829169769882,1.96472939098769,1.37229520144974,1.34460341705379,0.314844377994356,0.229766665936476,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
411,0.0183864408390388,2.36551454156796,1.96472939098769,1.10735216491353,1.24190658340652,1.22458408818147,0.267994560890947,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
412,0.0940272137927019,1.6777237603678,1.96472939098769,1.10890449769386,1.1935359960162,0.830743229887736,0.245184330319165,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
413,0.162317634720726,1.39938914558746,1.96472939098769,1.39541637118811,0.94388794041173,0.752982561589701,0.289529509735857,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
414,0.0594091828973812,1.88946363565266,1.96472939098769,0.819793891902304,0.756771616512867,0.871470547106796,0.212729809878441,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
415,0.272777485487043,1.09790035445111,1.96472939098769,0.945518761908651,1.338727478014,0.542129760173232,0.243826355025192,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
416,0.0137042199108551,-2.47369194382907,1.96472939098769,0.388390017783933,-0.166948351935438,-1.21470869717762,0.241131003001117,1,no,TRUE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
417,0.340421056280543,0.954246203251311,1.96472939098769,0.91519769383721,0.380103626198214,0.477678319312653,0.250582177568457,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
418,0.227177163770132,1.20915168690845,1.96472939098769,1.25976688781423,0.691809196698033,0.594748566166928,0.241938640094377,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
419,4.09481163541097e-06,4.65829541917783,1.96472939098769,1.90617603482253,2.42093837964173,2.28152328818274,0.239880948837557,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
420,0.771162387944616,0.291012878372465,1.96472939098769,0.825913434334859,-0.0602620428021216,0.139961088195344,0.231307760531644,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
421,0.142233791199746,1.46984554257019,1.96472939098769,1.14537356567628,1.24220694526519,0.751457478734968,0.261375828655121,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
422,1.25156141188153e-05,4.41275180746361,1.96472939098769,1.97752794032775,2.0538093269646,2.11792593040113,0.230357593109518,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
423,0.0787806617471594,1.76141437803411,1.96472939098769,0.208475017295051,0.573935341699896,0.868415320066034,0.243070289750508,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
424,0.799064564507117,0.254693760164834,1.96472939098769,0.49863279109177,0.715362198749794,0.129191315157949,0.257294218984335,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
425,0.0607670771792025,1.87943892878799,1.96472939098769,0.395616323460381,1.54530212740911,0.917961006602963,0.23855692645408,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
426,0.0965073514175839,1.66516580620896,1.96472939098769,0.370714808889519,0.970318272016329,0.820009948036416,0.24250643869017,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
427,0.000646028539179972,3.43324090428911,1.96472939098769,2.04888005850071,1.99035491525864,1.63764845986362,0.227526929449716,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
428,0.00122432402926669,3.25180149441462,1.96472939098769,0.34948248687624,1.39434796944762,1.6374030855819,0.253549732263676,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
429,0.015056990992319,2.43944882653203,1.96472939098769,1.01015540335071,0.903066270360268,1.18852885830228,0.237375579531177,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
430,0.0915438342547306,1.69056796181966,1.96472939098769,0.549893002784288,0.753649186134551,0.821715927887241,0.236253440571359,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
431,0.855858161868518,-0.181743074683982,1.96472939098769,1.06920289237286,0.524763851355235,-0.0826307617038063,0.206712990637021,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
432,0.000518140438758172,3.49402674884756,1.96472939098769,1.07873943929693,1.47336135399512,1.70199083941786,0.237280465473995,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
433,0.251958866791253,1.14693319360055,1.96472939098769,1.34272750855884,1.39157849861156,0.56200431555038,0.240106024514567,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
434,0.0201544578130738,2.33093102135071,1.96472939098769,1.15290731280523,0.905805612036471,1.15247858193056,0.244459479436998,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
435,4.70188543420091e-05,4.10606802188784,1.96472939098769,0.878634328638798,1.7189232912167,2.06217049632983,0.252230069032982,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
436,0.310139199291767,1.01596330761068,1.96472939098769,0.468852310210515,0.00918923412379874,0.500822076224928,0.243002578546958,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
437,0.0522465456043948,1.94574436167096,1.96472939098769,0.462685021205847,0.73424596835931,0.978243715872994,0.252768279387374,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
438,0.131496198679175,1.51070654811555,1.96472939098769,1.43423443052234,0.90656481922879,0.678969543156909,0.201994880929488,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
439,5.63128592881099e-06,4.58939993695098,1.96472939098769,1.33311117627253,1.8836911140588,2.24516363413257,0.239322861895378,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
440,0.384625867311062,-0.87017006210096,1.96472939098769,0.745968160208375,0.878463447614653,-0.396285073866325,0.207399237238713,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
441,0.906234652660196,0.11784909074669,1.96472939098769,0.585287171909658,0.70578415950957,0.0617442216728798,0.274498622007933,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
442,0.63192297385971,-0.479317204222356,1.96472939098769,0.801853435122306,-0.282401209474623,-0.251217032992384,0.274695869497182,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
443,0.0705498444282254,1.81224114741265,1.96472939098769,0.560681310935508,1.46771563090304,0.915436191793237,0.255166809046503,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
444,0.365475656075812,0.905806078319993,1.96472939098769,0.698480211638966,0.695307427457563,0.465714932857581,0.264344248590582,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
445,0.273078767363118,1.09721005044407,1.96472939098769,1.14413775332124,1.20939019389446,0.54357648317158,0.245437978252111,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
446,0.539703565851282,0.613684364619857,1.96472939098769,1.36099768289516,0.808671348107947,0.297865003284854,0.235585655470372,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
447,0.0126042961111162,2.50381817522942,1.96472939098769,0.893299246222803,1.45762670669432,1.25554348436249,0.251453648776336,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
448,0.41867618754272,-0.809390750043594,1.96472939098769,0.607742132192921,-0.0179246360622694,-0.39839812252971,0.242280294320138,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
449,0.0214624745345215,2.30701627331306,1.96472939098769,0.948377933138349,0.831250217305168,1.19896848896393,0.270093555837831,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
450,0.00223036733158328,3.07363848628395,1.96472939098769,1.20742983196359,1.59382492829608,1.50781130041983,0.240651413344314,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
451,0.453041091994022,0.750942739922651,1.96472939098769,1.19239004190545,0.572012168110567,0.373887422417096,0.247895170332778,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
452,1.11628888896897e-07,5.3852177088243,1.96472939098769,1.78170218587559,2.85946115901203,2.64711480825724,0.241623418550788,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
453,0.450623817624506,0.754968892932198,1.96472939098769,0.930841502558436,1.08759156727886,0.387050788005938,0.262831731744543,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
454,0.0388714753647585,2.07100888246775,1.96472939098769,1.19892493438372,1.09892729522087,1.08217324406784,0.273042128674514,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
455,0.106454992823238,1.6172558852314,1.96472939098769,1.35501470297555,1.16901038942611,0.798542172170811,0.243802544073296,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
456,0.222133163885673,1.22240079988602,1.96472939098769,1.09664347126506,0.83144775670541,0.613608099668762,0.251973527870549,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
457,0.195953073496088,1.29490135935113,1.96472939098769,0.208923025024767,0.404614319686066,0.66439113976552,0.263253582906303,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
458,0.223915949704786,1.2176935301239,1.96472939098769,0.671963628558618,0.500175729035861,0.619931018356075,0.259185521015573,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
459,0.106605125032185,1.61656068135246,1.96472939098769,0.992375689618851,1.00596852998288,0.810703491547896,0.251501201342152,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
460,0.360150180079252,-0.915922075033882,1.96472939098769,0.319092061588154,-0.124021011216787,-0.463296881593362,0.255859591113846,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
461,6.43779976067485e-05,4.03039267386861,1.96472939098769,1.66917546088407,1.90190453188917,2.12396755928526,0.277716086680067,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
462,0.875136263097704,-0.157218472810478,1.96472939098769,1.25536520467981,-0.0952035876898569,-0.0808788211624849,0.264644259906694,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
463,0.148282529929194,1.44786594639337,1.96472939098769,1.6065487025721,1.35802815687462,0.724084593878972,0.250104731077071,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
464,4.41892856838277e-05,4.12087720524794,1.96472939098769,1.69737261325171,2.1573768183301,1.98680566701593,0.232451007630865,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
465,1.8122179957433e-06,4.83078626125613,1.96472939098769,1.6208545716575,1.74246753218266,2.33433453805895,0.233501968696237,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
466,0.0018493358754638,3.13018040752093,1.96472939098769,1.55927361196459,1.59955439225167,1.53834832648903,0.24152974858046,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
467,0.00116196318897823,3.26695045447039,1.96472939098769,1.51872222809551,1.45010711942128,1.73086716757513,0.280699981256303,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
468,0.0101945334429576,2.57897844808701,1.96472939098769,0.955411547048307,1.35959930854179,1.24886481309091,0.23449599690653,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
469,0.00850774452768087,2.64170994368984,1.96472939098769,1.35806622174244,0.994458033309026,1.30850866497622,0.245348238308458,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
470,0.411247704344994,0.82239010492698,1.96472939098769,1.11161393087582,1.3371245453845,0.416599564331208,0.256614900564637,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
471,0.000972298998027968,3.31815971007859,1.96472939098769,1.40017174364355,1.71838148350217,1.78712867823432,0.290079525711631,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
472,0.00379358332707077,2.90849802529271,1.96472939098769,1.31934360029166,1.25728439245233,1.42335919710631,0.239492257242036,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
473,0.90417581454386,0.120449182715958,1.96472939098769,0.566966683628821,0.267803386876629,0.0548452550854729,0.207333942708011,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
474,0.00191961936540445,3.11898959046767,1.96472939098769,1.10864060798788,1.08926872311268,1.54369221817597,0.244959100776301,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
475,0.139678817476961,1.47934617574658,1.96472939098769,0.153534738904744,0.139011588932267,0.782238884390573,0.279601292294213,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
476,0.0012919343178214,3.2361645387977,1.96472939098769,1.76377028807094,1.61716870547139,1.60311004365433,0.245394870671073,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
477,0.00046195243680236,3.52531020784712,1.96472939098769,1.20415091050649,1.32020888052217,1.67637924469697,0.226125673459856,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
478,0.182344427512686,1.33543015516016,1.96472939098769,1.23375643847516,1.03458193770327,0.614834339384233,0.21196974309539,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
479,0.00656190926789199,-2.72976595512247,1.96472939098769,0.290301827280035,-0.131806030754481,-1.28160038628313,0.220421743441282,1,no,TRUE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
480,0.0522062340685241,1.94607893250867,1.96472939098769,1.5603915279703,1.09582275302406,1.00180919037,0.265001981094736,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
481,0.457291824913946,0.743892199086981,1.96472939098769,0.863744227618178,0.726000857400249,0.382508606168107,0.264400585734952,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
482,0.742706649934145,0.328453410575991,1.96472939098769,-0.10209525423134,0.214791508192657,0.161389019513631,0.241435103459885,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
483,0.785955190515973,-0.271712858516982,1.96472939098769,-0.272854865852755,-0.459472566015214,-0.137529454721037,0.256195241697162,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
484,0.285094655295355,1.07009327389843,1.96472939098769,0.917120020756263,0.810302965618324,0.54994127423601,0.264112747212722,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
485,0.0163245335996113,2.40974694775769,1.96472939098769,1.31232401805777,1.29538479833473,1.25710864715128,0.272146497755255,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
486,0.0126520415091603,2.50246289395917,1.96472939098769,1.31551239441071,0.264332930678171,1.26344330217241,0.254903748334011,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
487,0.383497554154439,-0.872238898602774,1.96472939098769,0.399637644317325,0.244087803969812,-0.442881756528751,0.257812921618574,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
488,0.717649508573066,0.361806877951598,1.96472939098769,0.431149620607706,0.642971193108799,0.178800757702107,0.244222162615206,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
489,0.0837532620483798,1.73277631077865,1.96472939098769,0.865539756721313,0.487256536782091,0.873145076888907,0.253914682996225,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
490,6.06272455906426e-10,6.31273263984342,1.96472939098769,1.55671549971107,2.55987687706422,3.102523088564,0.241543442597409,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
491,0.249704804460881,-1.15240903959916,1.96472939098769,0.10254623660073,-0.0505172649448898,-0.576507390626703,0.250262884458405,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
492,0.00934664503563393,2.60924337228792,1.96472939098769,1.15391836033242,1.3035130309376,1.35451826373217,0.269488695726341,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
493,0.252325971133629,1.14604462831106,1.96472939098769,1.08029765997821,1.13621649154672,0.600510502540178,0.274560561844255,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
494,0.000402665448293577,3.56244411731964,1.96472939098769,1.56493055535061,1.72448245516526,1.81914606370529,0.260758828446117,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
495,2.38636912406359e-05,4.26553094236107,1.96472939098769,1.21308229365184,2.16669056035865,2.05251427060717,0.231540079082783,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
496,0.568725464732021,-0.570308066433946,1.96472939098769,0.846853098895901,0.342648027807361,-0.279322286515138,0.239878955101491,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
497,0.00539041875044332,2.79496641596443,1.96472939098769,1.58664719258109,1.16636103600616,1.37459486108715,0.241877930594097,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
498,0.0429485298437835,2.0293925966199,1.96472939098769,0.889057004669943,0.312065264356502,0.988999887457131,0.237498210115073,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
499,9.63865140165152e-05,3.9314041084756,1.96472939098769,1.86481964622726,0.825910740299968,1.90806246727377,0.235553631025175,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
500,0.0016106895818595,3.17134958816284,1.96472939098769,1.80842266017337,1.94566399453034,1.60400946475987,0.255814770415248,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
501,0.102954425375582,1.63369126688261,1.96472939098769,1.23781126273566,1.14782030776849,0.818036974974151,0.250729764749641,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
502,0.168194867227438,1.3800316672284,1.96472939098769,1.38333118660816,0.785942188299842,0.663356332694459,0.231055150869422,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
503,0.00127640548223502,3.23968784826565,1.96472939098769,1.30937145586647,1.69572240882986,1.62176215321517,0.250592453644162,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
504,0.0389251662588357,2.07043718966071,1.96472939098769,1.32332242571329,1.28789298391946,1.03468259473008,0.24974118445038,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
505,0.263976670109293,1.11830067858793,1.96472939098769,0.71059948996112,0.422525051406165,0.553882035314224,0.245311202836916,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
506,1.79814859793058e-06,4.83241046123273,1.96472939098769,1.46291890662375,1.48181251546563,2.34857403933897,0.236200536812483,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
507,0.000105121647237888,3.90985229657184,1.96472939098769,0.799378299458259,1.44274693836558,1.88704145923851,0.232938986390607,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
508,0.11237036008515,1.59043381131696,1.96472939098769,0.732691308444484,0.719655736311186,0.818094251011359,0.264591252253744,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
509,0.000223622909481369,3.7179309098762,1.96472939098769,0.865484447993821,1.45889316096676,1.85199456020598,0.248128576109568,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
510,0.245865196005441,-1.16181703629826,1.96472939098769,1.03869430009344,0.225488573023105,-0.596487504725908,0.263588962077638,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
511,7.72438399072254e-05,3.98596195088373,1.96472939098769,1.56212735856754,1.8491790738028,2.03329656622225,0.260216695257812,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
512,0.000181542619798717,3.77175253663643,1.96472939098769,1.3494788156576,1.43719172994916,1.91878592516798,0.258801426663195,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
513,2.15185418111713e-07,5.25906734381218,1.96472939098769,1.7362921195925,1.84053919946028,2.64995056141107,0.253897297971341,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
514,0.0026288247302758,3.0233192061181,1.96472939098769,0.282640092327444,0.729635607337014,1.58150466902981,0.273635822021684,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
515,0.534424554491137,-0.621697749305062,1.96472939098769,0.671616866578624,0.243512748616066,-0.318460262613038,0.262392796156848,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
516,0.00018813364540967,3.76259124995751,1.96472939098769,1.030841555332,1.72619238075575,1.90538153524826,0.256442393707043,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
517,0.00426455895232538,2.87108147276091,1.96472939098769,0.637009160265543,1.289191961717,1.46893732980956,0.261767365344849,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
518,0.030232311084734,2.17323458362691,1.96472939098769,1.62967674517913,1.31245886438591,1.13274931549573,0.271677956404886,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
519,0.000267777040555385,3.67087879435208,1.96472939098769,2.47405309623271,1.7308811515257,1.80756226057805,0.242463539249236,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
520,7.88442600045946e-05,3.98093488530233,1.96472939098769,1.6941417136232,2.23968423554159,2.14162330869192,0.289411658317117,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
521,0.0301716194314214,2.17403733362678,1.96472939098769,1.49424147706424,0.596411056739659,1.09953256480666,0.255789196255336,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
522,0.00447508508673598,2.85556012716105,1.96472939098769,1.08665610560182,1.02189013502679,1.48596374457881,0.270790739588811,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
523,0.0382514270921664,2.07766030334325,1.96472939098769,0.800265277311508,0.956832554090356,1.02773932200047,0.24469036140536,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
524,0.442704297265101,0.768246269217942,1.96472939098769,0.826084686935126,0.515352282000908,0.354974697237479,0.213498031502391,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
525,0.247684831441149,1.15734571468312,1.96472939098769,1.20595241820962,0.140870099062625,0.566866862910231,0.23990313590499,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
526,0.593732680750795,0.533778207918865,1.96472939098769,0.037269969284832,0.00121296717117158,0.259799881726549,0.236895177329233,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
527,0.000505474465296113,3.50079148434164,1.96472939098769,1.39385288189331,1.37215528937017,1.68083831584197,0.230525722211745,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
528,0.522788750696658,0.639503739620616,1.96472939098769,0.265922227947364,0.384446897405171,0.312877001509935,0.239365251739114,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
529,0.707383247677559,0.375587422798797,1.96472939098769,0.621600053839711,0.15232452416363,0.193815298525251,0.266289490962136,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
