study,pval,tstat,tcrit,mui,muin,yi,vi,N,hack,signif,affirm,Di,Mu,T2,m,t2w,se,Nmax,k,k.hacked
988,0.00437512836742099,2.86284486952679,1.96472939098769,0.998686463800635,1.11002795589768,1.46223715894109,0.260879528997179,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
989,0.0164058760483375,2.40791115703347,1.96472939098769,1.05566653873507,1.76432975965632,1.16096826575165,0.232466180185577,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
990,0.24334288745504,1.16805366944876,1.96472939098769,1.66745842679512,0.687845577389334,0.579084793307246,0.245786895977658,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
991,0.6575328143663,0.443587916552803,1.96472939098769,1.04575373075803,0.669068001277078,0.204929701876087,0.213427512069724,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
992,0.00639084477702612,2.73859584078859,1.96472939098769,2.12379985232443,1.94028540212518,1.36561971192727,0.248658703774394,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
993,0.983434317789192,0.0207739051914517,1.96472939098769,1.27277397796825,0.799324612458051,0.0101112849529001,0.236906190324468,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
994,0.0230997965736726,2.27881314301754,1.96472939098769,1.64080867985447,0.723855685447634,1.10578131546451,0.235462127377396,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
995,0.0032020965014267,2.96201218805983,1.96472939098769,0.718426913046366,0.736894262078399,1.49658447456284,0.255287052292337,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
996,0.101011849542343,1.64300489715373,1.96472939098769,0.511304652913136,0.547793184946225,0.815933139084282,0.246621780519171,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
997,0.000862410843322291,3.35225900817334,1.96472939098769,0.77052274417213,1.27255149339405,1.62417066325369,0.234740589295534,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
998,7.76290913046824e-06,4.51909366851959,1.96472939098769,1.23691566161931,1.5825377046555,2.23175043292011,0.243886953657892,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
999,0.0014402969637514,3.20434810442555,1.96472939098769,1.21395300850411,0.989976450258104,1.61956904293951,0.255458027617256,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1000,0.00615022823227927,2.75138393875707,1.96472939098769,1.4021977179107,1.12124815190067,1.47940206016006,0.289114612736611,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1001,0.404272331047898,0.834724420293862,1.96472939098769,1.75412892426737,1.0729884143606,0.433332053838006,0.269497904166619,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1002,0.887809046566106,-0.141149190593559,1.96472939098769,0.627077954471717,0.2821255445721,-0.0700162293206716,0.246059792068504,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1003,0.00619041435369577,2.74921708267943,1.96472939098769,1.44922795639259,1.39845012141589,1.37738339957334,0.251010345450584,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1004,4.92904714503706e-05,4.09478011836303,1.96472939098769,1.55016781360236,2.11702989292431,1.97960760405365,0.233720633489267,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1005,9.25349721014331e-05,3.94150079566887,1.96472939098769,1.28338058787649,1.71717208610187,1.96894503860852,0.249542171270442,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1006,0.0621663516108337,1.86930164138946,1.96472939098769,0.759587997187764,0.974397235274968,0.945505320587084,0.25584043186312,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1007,0.000167621713197463,3.79218030102587,1.96472939098769,1.61276972935048,1.68072837876557,1.84847251576312,0.237600877044904,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1008,0.0171074053109359,2.39240294971336,1.96472939098769,1.39464300855693,1.21769005871864,1.16070378090299,0.235382483012141,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1009,0.458232487172508,0.742336956917019,1.96472939098769,-0.114793531719008,0.246555812596619,0.356458153162128,0.23057644595872,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1010,0.397221961579061,0.847321840718614,1.96472939098769,0.23177497127895,0.50146904037112,0.427839300804316,0.254955596566962,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1011,0.0713496342741123,1.80709497236015,1.96472939098769,0.90727470189083,0.864529651256535,0.908959218286883,0.253003682030119,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1012,0.476567849105852,0.712371264704813,1.96472939098769,0.824872381526289,-0.154276904071085,0.352111876858618,0.244314117401719,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1013,0.0673879055362917,1.83306886432679,1.96472939098769,1.18792088743406,1.36699183790744,0.9329615092989,0.259041825423584,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1014,0.000140961122343601,3.8362201569791,1.96472939098769,1.50243417635086,1.73587862297448,1.82762892032641,0.226970282123723,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1015,0.160236448410857,1.40637087959172,1.96472939098769,0.97384827177217,1.37735074196961,0.695896651103388,0.244844167180488,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1016,2.49141864388213e-09,6.0729174862989,1.96472939098769,1.83466453484105,2.4932089114604,3.04285493267953,0.251054341050152,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1017,0.0492533541452948,1.97119794943415,1.96472939098769,1.41284888932887,0.893234853470057,1.00952179128845,0.262283468653215,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1018,0.127290668978625,1.52741809441752,1.96472939098769,1.45233780440641,0.397565465806759,0.754980128698115,0.244317839791352,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1019,0.00802701465350783,2.66163310321095,1.96472939098769,1.46176876009506,0.92001181296363,1.28793020161805,0.234146826642698,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1020,0.00250932711892087,3.03763020940197,1.96472939098769,1.58035447063624,1.59685652964127,1.56342205904304,0.264900430556237,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1021,2.26098005543971e-07,5.24945694483537,1.96472939098769,1.25077552151015,1.66753509559574,2.73932249645106,0.27230622660992,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1022,0.121368549563482,1.55169768152096,1.96472939098769,0.981711438467487,1.03002744573212,0.724428589483056,0.217960070776664,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1023,0.396156135162654,0.849237944024663,1.96472939098769,0.535658323741665,0.513479606335261,0.429927210356784,0.256289660046925,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1024,0.0406451384807297,2.05246913756943,1.96472939098769,0.479731151714862,1.39929333561399,1.05411640963351,0.263769075598616,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1025,6.38033406430493e-06,4.56215782140734,1.96472939098769,1.56596179532934,1.74349420195715,2.1811611135841,0.228578239084474,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1026,0.00594302750535052,2.76276350177526,1.96472939098769,1.02542497477357,1.19873852338654,1.39356294530705,0.254428501407345,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1027,0.879386909509837,0.151824260021696,1.96472939098769,0.33866095838943,0.24843322438259,0.0767003452117917,0.255218581810105,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1028,0.221660537507803,1.2236532699175,1.96472939098769,0.939596976410112,1.12970880515263,0.604726268634847,0.244231073510903,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1029,0.0234445310499521,2.27309807680897,1.96472939098769,1.35254599649882,1.20318770724162,1.11378127736773,0.240084143197105,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1030,0.00259334246501128,3.02750520243228,1.96472939098769,0.621038402638992,1.10696525159479,1.49956803860751,0.245336719937474,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1031,0.282013258711896,1.07697177014967,1.96472939098769,0.899877217449112,0.442588284292772,0.519227593795311,0.232437871495215,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1032,0.233026482795927,1.19404803315178,1.96472939098769,0.792771216312138,1.24766798941182,0.613674148459596,0.264138715865129,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1033,0.0229572301902159,2.28119836754136,1.96472939098769,1.17261189930055,0.967153051755038,1.17127453808711,0.263627857762068,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1034,0.0130489636329741,2.49136850037099,1.96472939098769,1.62801281898866,0.697927427704026,1.23224610428964,0.244635212683156,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1035,0.001043947391281,3.29780655781551,1.96472939098769,0.251381284093941,1.30848363936578,1.57966224394238,0.229444748213719,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1036,0.262070697927321,1.12278038674206,1.96472939098769,1.12541762849298,0.39022438319013,0.550999788148202,0.240831465596444,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1037,0.0131819600574515,2.48771803668554,1.96472939098769,0.998642333524137,0.992573767037566,1.16501887339967,0.219312614437567,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1038,0.310424173238685,1.01536447814665,1.96472939098769,0.851643624317272,0.634896044332862,0.522185018692347,0.264487337141445,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1039,0.0337739397147661,2.12863184698263,1.96472939098769,0.540207518033579,0.190011230504891,1.01304043619698,0.226491783086958,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1040,0.476862864911102,-0.711894383697328,1.96472939098769,-0.0887892870116576,-0.271393610471053,-0.368194789319696,0.26750021953765,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1041,6.96048942157662e-06,4.5430918881212,1.96472939098769,1.94683647199618,2.56591751008694,2.20723345681901,0.236044289998921,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1042,0.513531954339962,0.653815346598389,1.96472939098769,0.818489436996774,-0.00155309902078959,0.334046184896637,0.261037445976083,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1043,0.00164890747669303,3.16439296569741,1.96472939098769,0.847785622803498,0.750127308920844,1.57086388844845,0.246431540182418,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1044,0.0190896747211811,2.35142358098484,1.96472939098769,1.51783826085722,1.76862315633713,1.18713316440421,0.254880809265002,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1045,3.0073402089421e-05,4.21172079902037,1.96472939098769,1.28087330617354,1.73594853427418,2.08290524662183,0.244579403182702,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1046,0.0579774913731787,1.90024185036727,1.96472939098769,-0.0466980024581991,0.387551407481874,0.933858111111374,0.241514957820819,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1047,0.118669223198542,1.56307359854339,1.96472939098769,1.35274899218224,1.47798328535821,0.757803435003566,0.235046768028648,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1048,0.00150789401434106,3.19084637580818,1.96472939098769,1.00910045346847,1.48794690296464,1.56864133480931,0.241677109828036,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1049,0.00941705192122931,2.60663870068915,1.96472939098769,0.839188198333081,1.36516788718599,1.23937380367584,0.226070006514845,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1050,0.199616281039173,1.28434767433735,1.96472939098769,1.22811232237333,0.997835970253064,0.643378027050348,0.250938467784539,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1051,0.0327352282427241,2.14127945901575,1.96472939098769,0.80828070792322,1.11319542115424,1.00679217622088,0.221071603938972,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1052,0.000426116594144661,3.54717978019281,1.96472939098769,1.28846290604935,1.67128544640935,1.85607572905352,0.273794666011724,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1053,0.136653566747802,-1.49077060894018,1.96472939098769,0.839198798465372,0.468825786953907,-0.708358341020715,0.225779434268062,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1054,2.30942847027861e-05,4.27310968674171,1.96472939098769,0.440109131698819,1.26334737266447,2.14823362459683,0.252740556927277,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1055,0.372365634998236,0.89285419222748,1.96472939098769,0.881315745294326,1.26640668780836,0.445917356902863,0.249429416135133,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1056,0.551952860916201,-0.59524005084901,1.96472939098769,0.695091847998852,0.446918884169857,-0.304250431996518,0.261263124800157,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1057,0.0205417850261203,2.32371131200474,1.96472939098769,1.502582585618,2.21919312390368,1.14921193178294,0.244588429545948,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1058,0.571833891065285,-0.565726676351334,1.96472939098769,0.501251548838315,0.0201206531653309,-0.279815647308289,0.244641807731319,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1059,0.0817431107685912,1.74418194606987,1.96472939098769,1.26349313360217,0.850652193468514,0.84842131596797,0.236613526853597,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1060,0.0416088317795383,2.04268260672787,1.96472939098769,1.34805038791326,0.740820096824215,1.02534381300866,0.25196327726122,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1061,4.24683744060994e-05,4.13033168404551,1.96472939098769,1.25990523805354,1.19787655291437,2.12109777492517,0.26372513242966,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1062,0.0391048230185505,2.0685291032753,1.96472939098769,0.539022117070988,0.135215039254989,1.04244063205229,0.253968229030776,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1063,0.0224270818884045,2.29018284651092,1.96472939098769,1.90084787037866,1.45138829338674,1.14240703297655,0.248829244647143,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1064,0.277812425720548,-1.0864320337852,1.96472939098769,0.838764356428379,0.0460387984164269,-0.545375558523566,0.251991688541418,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1065,0.000152515162671113,3.81624445168081,1.96472939098769,0.647537868926793,1.27777648497704,1.93319158594982,0.256612271308504,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1066,0.27162267001981,1.10055115175098,1.96472939098769,0.509242828932814,0.40188375030384,0.559524061170667,0.258474122222793,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1067,0.0243883118096099,2.25781798457752,1.96472939098769,1.51189411478624,1.41934094347918,1.13732909539291,0.253743217715634,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1068,0.000171955310926246,3.78565473032536,1.96472939098769,0.719397749657204,1.22171583435813,2.01324011409011,0.282819367676487,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1069,0.232543373709707,1.19528517422551,1.96472939098769,0.380985776043319,-0.123248303492579,0.615035523443222,0.26476302584569,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1070,7.57201383585052e-05,3.99084067999968,1.96472939098769,0.817462087460558,1.53203576955994,1.96411761865028,0.242217881761495,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1071,0.00543082755987696,2.7925126395076,1.96472939098769,0.747278923608316,1.15737301420524,1.43028811796159,0.262335319991712,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1072,4.20191603639782e-06,4.65274427462646,1.96472939098769,0.757917501243361,0.958714219709383,2.31093633855871,0.246693437566367,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1073,0.000842528830457557,3.35885721577105,1.96472939098769,1.24651417945792,1.54566332206841,1.63348012078019,0.236507339196849,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1074,0.0382922806575286,2.07721923838745,1.96472939098769,0.887848028903923,1.31611063338729,1.01382040636505,0.238208571465349,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1075,0.00115859069563491,3.26779102967663,1.96472939098769,1.15216986759863,1.61233124228143,1.66319483273038,0.259046483703885,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1076,0.16155716268285,1.40193238882737,1.96472939098769,0.993670830258439,0.914220294699503,0.728513362296219,0.270035526795604,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1077,0.12249119829336,1.54702485635602,1.96472939098769,1.08727806129373,1.19550680023176,0.750330002348307,0.235239388227476,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1078,0.00192940811323025,3.11746103429523,1.96472939098769,1.51539588451192,1.38011083715641,1.56728615154051,0.252751955705473,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1079,0.00593091693607795,2.76343965491915,1.96472939098769,0.70804080053076,0.722121205216006,1.39284100277446,0.254040591698011,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1080,0.000255697862331102,3.68297949564558,1.96472939098769,1.17118565720898,1.52835282108787,1.80067538528521,0.239040921234477,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1081,0.0245299810875236,2.25556887299038,1.96472939098769,0.63547061913092,0.838842766723267,1.12028417284601,0.246685836682295,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1082,0.0856800137210125,1.72205069460741,1.96472939098769,0.564925906049927,0.930687125752478,0.816822028322313,0.224989897725433,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1083,0.785696977746508,0.272048857192025,1.96472939098769,1.00106932148978,1.43811988143055,0.134596095859925,0.244777285214028,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1084,0.000405636525003381,3.56046484952454,1.96472939098769,1.24756642305321,1.77038307137096,1.79461308162639,0.254055296345393,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1085,0.165566068003403,1.38862581126654,1.96472939098769,0.38487134286978,0.756106832500923,0.7046419398484,0.257493642078425,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1086,0.115025652960506,-1.57875622949322,1.96472939098769,0.164204530013317,-0.26253976074628,-0.772225645117225,0.239253492389982,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1087,0.380602246654059,0.877564809357708,1.96472939098769,1.10284158279982,1.28357585292664,0.450060746397785,0.263017032231816,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1088,0.000197300168663112,3.75034082935811,1.96472939098769,2.06811442595935,1.97455026992221,1.9043601008835,0.257843787263351,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1089,0.0572229855935951,1.90601153536739,1.96472939098769,0.80344592336992,1.19335695335056,0.937692364930415,0.242030283905566,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1090,0.341716511888316,0.951686928498567,1.96472939098769,1.03047683414312,1.17247834868299,0.465926516233125,0.23968819549149,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1091,7.03673639217401e-07,5.02469559643189,1.96472939098769,0.935623728025028,0.941211959612457,2.42890326028729,0.23366890439928,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1092,7.05600131245354e-06,4.54010008099902,1.96472939098769,1.30260899019635,1.55971687391431,2.36962531566513,0.272413426525306,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1093,0.000505528414689137,3.50076233605749,1.96472939098769,1.6536630718377,2.60077613124872,1.73542261250957,0.245745315721401,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1094,0.274286548434838,1.09444798634159,1.96472939098769,0.354017990879941,-0.0763957574390349,0.540499124523101,0.243893225102557,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1095,0.000747084169337257,3.39270079999044,1.96472939098769,1.34413958037016,2.0458624921686,1.65024176048251,0.236594161750278,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1096,0.0193025637739745,2.34724762511193,1.96472939098769,1.11477353936187,0.910313460865328,1.17194033978285,0.249283302984634,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1097,0.058451958377264,1.89664559259623,1.96472939098769,0.87156405198781,0.927249028664775,0.940639956589426,0.245965657229173,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1098,0.0165977357647827,2.40361270287274,1.96472939098769,1.46716938260326,1.69584254699725,1.27308771786612,0.28053540258271,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1099,0.190038295306485,1.31225236084677,1.96472939098769,1.0681233278774,0.799869759559543,0.646637829722852,0.242821697513035,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1100,0.00634146819156841,2.74118419530252,1.96472939098769,1.3766134713604,1.41066594377787,1.37265042068709,0.250751452095035,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1101,0.713265743752769,-0.367682696086651,1.96472939098769,0.848849067662671,0.559653664325169,-0.19619182372046,0.284718328489263,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1102,0.00218618910149232,3.07971720446156,1.96472939098769,0.500541959822471,0.939938363449055,1.57205800664098,0.260564625603974,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1103,0.0242091933262016,2.26067794596797,1.96472939098769,1.6866100925038,1.86676371304632,1.09026184248139,0.232586353715821,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1104,7.45151731669387e-07,5.0131347957993,1.96472939098769,1.69997470400665,1.49638101397325,2.45846974130434,0.240497723705722,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
1105,0.987979367560315,-0.0150737503343837,1.96472939098769,0.0142732238831966,0.578733757890661,-0.00728737679345324,0.233722118917026,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1106,0.189860615611655,1.31277971047117,1.96472939098769,0.406173226524694,1.03057904196896,0.65036669247919,0.245432952045235,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1107,0.635904737131404,0.473722863855272,1.96472939098769,0.340054157744524,0.309531917916786,0.251471047224934,0.281791110476726,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
1108,0.529945078900809,-0.62852893185169,1.96472939098769,1.28802920671348,0.938106739552667,-0.321373821936885,0.261439044904256,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
